room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name
private room,lisbon,arroios,1.0,0.0,2,1.0,24.0,fly to lisbon hostel twin room i
private room,lisbon,santo antónio,24.0,4.5,1,1.0,30.0,sunny room in city center 1
private room,lisbon,arroios,17.0,4.0,2,1.0,30.0,fly to lisbon hostel double room ii
private room,lisbon,avenidas novas,17.0,5.0,2,1.0,30.0,lisbonera guesthouse - alfama room
private room,lisbon,santo antónio,33.0,4.5,2,1.0,34.0,lisbon getaway
private room,lisbon,arroios,7.0,4.0,1,1.0,20.0,nice  room in central lisbon
private room,lisbon,arroios,10.0,4.0,3,1.0,28.0,private room double bed in city center for 2
private room,lisbon,arroios,103.0,4.5,2,1.0,30.0,"10 min. to downtown - 12,50/day p.p"
private room,lisbon,santa maria maior,13.0,4.0,2,1.0,34.0,room for 1or2 on lisbon's heart
private room,lisbon,santa maria maior,7.0,3.5,2,1.0,30.0,3. cozy double room in the center!
private room,lisbon,arroios,4.0,4.0,2,1.0,36.0,2. cozy double room in the center!
private room,lisbon,santa maria maior,1.0,0.0,2,1.0,14.0,room with balcony 5 min from rossio
private room,lisbon,santa maria maior,41.0,4.5,2,1.0,41.0,room with a private balcony
private room,lisbon,arroios,6.0,4.5,2,1.0,27.0,room at lisbon's heart
private room,lisbon,santa maria maior,13.0,3.0,2,1.0,34.0,charming room view st. jorge castle
private room,lisbon,arroios,8.0,5.0,2,1.0,36.0,amazing view! super nice room.
private room,lisbon,arroios,13.0,5.0,4,2.0,37.0,outinlisbon
private room,lisbon,arroios,36.0,4.5,2,1.0,31.0,in the hippest area: intendente
private room,lisbon,santa maria maior,7.0,4.5,2,1.0,36.0,1. cozy double room in the center!
private room,lisbon,arroios,25.0,5.0,2,1.0,35.0,"central, sunny, with balcony"
private room,lisbon,santa maria maior,1.0,0.0,2,1.0,30.0,double size bed with shared toilet
private room,lisbon,santa maria maior,25.0,4.0,2,1.0,36.0,pride room in mouraria neighborhood
private room,lisbon,santa maria maior,3.0,4.5,1,1.0,30.0,room for rent
private room,lisbon,santa maria maior,5.0,5.0,2,1.0,36.0,cozy room in martin moniz
private room,lisbon,arroios,81.0,4.5,2,1.0,27.0,casa do jardim
private room,lisbon,são vicente,3.0,4.5,2,1.0,36.0,portuguese pavement room graça
private room,lisbon,santa maria maior,1.0,0.0,3,1.0,25.0,templo do sol
private room,lisbon,santa maria maior,3.0,5.0,2,1.0,35.0,greatstay fanqueiros guest house 1 room 104
private room,lisbon,santa maria maior,8.0,5.0,1,1.0,24.0,bright and privat room in a mouraria home
private room,lisbon,arroios,37.0,5.0,1,1.0,34.0,"central sunny room, double bed - intendente"
private room,lisbon,arroios,2.0,0.0,2,1.0,29.0,be happy in lisbon
private room,lisbon,arroios,1.0,0.0,1,1.0,30.0,"villa ""kunterbunt"" in the heard of lisbon"
private room,lisbon,santa maria maior,3.0,5.0,2,1.0,35.0,it's in mouraria
private room,lisbon,arroios,21.0,5.0,2,1.0,22.0,lar acolhedor no coração de lisboa
private room,lisbon,santa maria maior,45.0,5.0,2,1.0,36.0,"bright and charming room, tram 28"
private room,lisbon,santa maria maior,5.0,4.5,1,1.0,14.0,charming room next to the centre
private room,lisbon,arroios,10.0,5.0,2,1.0,30.0,room with city view lisbon center
private room,lisbon,arroios,50.0,5.0,2,1.0,39.0,"sunny,central double, long balcony, castle view :)"
private room,lisbon,arroios,58.0,4.5,2,1.0,37.0,cozy lisbon room
private room,lisbon,arroios,4.0,4.5,1,1.0,29.0,vintage room
private room,lisbon,arroios,81.0,4.5,2,1.0,36.0,room in anjos - trendy neighborhood
private room,lisbon,penha de frança,4.0,5.0,1,1.0,30.0,"home stay in alameda, lisbon centre"
private room,lisbon,penha de frança,22.0,5.0,2,1.0,29.0,cozy//calm//central room
private room,lisbon,arroios,1.0,0.0,2,1.0,18.0,quarto privado no centro de lisboa
private room,lisbon,penha de frança,1.0,0.0,1,1.0,30.0,quarto luminoso e tranquilo em lisboa
private room,lisbon,penha de frança,5.0,4.5,2,1.0,36.0,room in a charming house in the centre
private room,lisbon,são vicente,59.0,4.0,4,1.0,30.0,lisbon living experience
private room,lisbon,são vicente,24.0,4.5,1,1.0,29.0,room in the center of lisbon
private room,lisbon,arroios,191.0,4.5,2,1.0,36.0,rooms in lisbon - best center zone!
private room,lisbon,arroios,41.0,4.5,2,1.0,34.0,"large, central with ethnic taste"
private room,lisbon,arroios,49.0,4.0,2,1.0,27.0,cozy room center lisbon
private room,lisbon,arroios,110.0,4.5,2,1.0,39.0,private room in city center
private room,lisbon,arroios,45.0,4.0,2,1.0,30.0,nice room with private bathroom center lisbon
private room,lisbon,arroios,2.0,0.0,1,1.0,30.0,vintage: small room but with exclusive living room
private room,lisbon,santa maria maior,17.0,4.5,2,1.0,30.0,mouraria lisbon voyager room
private room,lisbon,são vicente,1.0,0.0,2,1.0,41.0,familia feliz
private room,lisbon,arroios,112.0,5.0,1,1.0,35.0,single room in the heart of lisbon
private room,lisbon,arroios,1.0,0.0,2,1.0,34.0,italy room
private room,lisbon,santa maria maior,100.0,4.0,2,1.0,38.0,guesthouse apartamento mouraria 1
private room,lisbon,santa maria maior,13.0,4.0,3,1.0,30.0,cozy cozy room in the heart of suncity - 3
private room,lisbon,são vicente,14.0,4.5,2,1.0,35.0,sunny double - big terrace - heart of lisbon!
private room,lisbon,são vicente,8.0,4.5,1,1.0,41.0,sunny room in historic city center
private room,lisbon,são vicente,9.0,5.0,1,1.0,39.0,"graça guest house: elegant, simple, bright"
private room,lisbon,arroios,20.0,4.5,2,1.0,32.0,"nice double,n 5 room city centre"
private room,lisbon,arroios,141.0,4.5,4,1.0,30.0,lisbon downtown living
private room,lisbon,arroios,5.0,5.0,2,1.0,34.0,the library-room
private room,lisbon,arroios,6.0,4.5,2,1.0,38.0,cozy bedroom & sunny terrace - room 2
private room,lisbon,arroios,41.0,4.0,2,1.0,27.0,comfortable room center lisbon
private room,lisbon,são vicente,104.0,4.0,2,1.0,18.0,beautiful room in central mouraria 
private room,lisbon,penha de frança,3.0,5.0,2,1.0,29.0,friendly private room in folksy penha de frança
private room,lisbon,arroios,196.0,4.5,1,1.0,25.0,cosy room in heart of old lisbon
private room,lisbon,santa maria maior,155.0,4.0,3,1.0,30.0,guesthouse apartamento mouraria 4
private room,lisbon,são vicente,12.0,5.0,2,1.0,38.0,graça bedroom w/private bathroom
private room,lisbon,arroios,98.0,4.5,2,1.0,20.0,"room for 2, in lisbon’s centre ;) 1st e"
private room,lisbon,são vicente,20.0,5.0,1,1.0,36.0,sunny single with a balcony - heart of lisbon
private room,lisbon,santa maria maior,1.0,0.0,1,1.0,24.0,design students room in mouraria (shared flat)
private room,lisbon,são vicente,115.0,4.0,2,1.0,22.0,nice room in central mouraria
private room,lisbon,santa maria maior,9.0,4.5,2,1.0,35.0,vasco da gama room - stars rooms mouraria
private room,lisbon,arroios,51.0,4.0,2,1.0,30.0,nice room center lisbon
private room,lisbon,santa maria maior,111.0,4.0,2,1.0,30.0,guesthouse apartamento mouraria 2
private room,lisbon,penha de frança,27.0,4.5,2,1.0,36.0,quarto no centro de lisboa
private room,lisbon,arroios,55.0,5.0,2,1.0,36.0,cool room - city center
private room,lisbon,são vicente,7.0,4.5,2,1.0,32.0,casa da graça - cozy cave room
private room,lisbon,são vicente,9.0,4.5,2,1.0,34.0,bright graça bedroom
private room,lisbon,são vicente,43.0,4.5,2,1.0,30.0,live lisbon as a real portuguese!!
private room,lisbon,santa maria maior,5.0,4.5,2,1.0,35.0,eusébio room - stars rooms mouraria
private room,lisbon,arroios,2.0,0.0,2,1.0,27.0,outinlisbon
private room,lisbon,arroios,12.0,4.5,2,1.0,36.0,nice double room city centre.
private room,lisbon,arroios,183.0,4.5,2,1.0,36.0,beautiful and cozy room in lisbon
private room,lisbon,santa maria maior,65.0,4.5,3,1.0,20.0,the castle doors (alfama)(mouraria)
private room,lisbon,arroios,106.0,4.5,3,1.0,36.0,your double room with an amazing view!
private room,lisbon,arroios,13.0,4.5,2,1.0,39.0,cozy bedroom & sunny terrace - room 1
private room,lisbon,são vicente,4.0,0.0,2,1.0,24.0,room in graça
private room,lisbon,santa maria maior,27.0,4.5,2,1.0,29.0,room c-private patio traveler's retreat @ downtown
private room,lisbon,penha de frança,61.0,5.0,2,1.0,28.0,room in charming lisbon style flat with backyard
private room,lisbon,arroios,67.0,5.0,2,1.0,41.0,room with a private balcony and view of lisbon
private room,lisbon,santa maria maior,33.0,5.0,3,1.0,23.0,mariana
private room,lisbon,arroios,115.0,4.5,2,1.0,36.0,nice room center lisbon
private room,lisbon,são vicente,29.0,5.0,2,1.0,35.0,nan
private room,lisbon,santa maria maior,20.0,5.0,2,1.0,29.0,quarto gralhas em casa histórica no centro lisboa
private room,lisbon,santa maria maior,2.0,0.0,2,0.0,32.0,palma.petit
private room,lisbon,arroios,100.0,4.5,2,1.0,23.0,city center lowcost double room 2
private room,lisbon,arroios,80.0,4.5,2,1.0,23.0,city center bunkbed room 3
private room,lisbon,arroios,6.0,5.0,2,1.0,29.0,"private room, prime location, lisbon"
private room,lisbon,são vicente,22.0,5.0,2,1.0,28.0,graca apartment/sunny bedroom 1
private room,lisbon,arroios,9.0,4.5,2,1.0,24.0,twin room in the center(anjos metro
private room,lisbon,arroios,82.0,4.5,2,1.0,30.0,city center lowcost double room 6
private room,lisbon,penha de frança,84.0,4.5,2,1.0,24.0,"private bedroom in ""anjos"""
private room,lisbon,arroios,1.0,0.0,2,1.0,36.0,seaesta withprivatebathroom @ surfgasm guest house
private room,lisbon,arroios,19.0,4.5,1,3.0,23.0,single room martim moniz lisbon
private room,lisbon,arroios,1.0,0.0,2,1.0,30.0,new lovely double room (private bathroom)
private room,lisbon,arroios,26.0,4.5,6,3.0,36.0,casa da joana
private room,lisbon,arroios,38.0,4.5,2,1.0,29.0,nice room in anjos (downtown).
private room,lisbon,santo antónio,5.0,4.5,2,3.0,36.0,spectacular room! príncipe real!
private room,lisbon,misericórdia,6.0,5.0,2,1.0,38.0,room in downtown lisbon-bairro alto
private room,lisbon,santo antónio,3.0,4.0,2,1.0,31.0,great spot in lisbon
private room,lisbon,santo antónio,7.0,4.5,2,1.0,24.0,your place 3
private room,lisbon,misericórdia,37.0,4.5,2,1.0,37.0,cozy and well located
private room,lisbon,santo antónio,1.0,0.0,2,1.0,36.0,private room in renovated apartment in the centre.
private room,lisbon,santo antónio,8.0,4.5,2,1.0,36.0,big sunny room at av. liberdade 4.4
private room,lisbon,santa maria maior,52.0,5.0,2,1.0,36.0,twin room @ city heart
private room,lisbon,misericórdia,2.0,0.0,3,1.0,35.0,central room in typical portuguese house
private room,lisbon,santo antónio,98.0,4.5,3,1.0,36.0,off shore room @ surfgasm central guest house
private room,lisbon,santo antónio,15.0,5.0,2,1.0,38.0,chambre avec balcon en plein centre
private room,lisbon,santo antónio,4.0,5.0,1,1.0,27.0,"room  liberdade, a trendy avenue"
private room,lisbon,santo antónio,106.0,4.5,2,1.0,23.0,nice double room
private room,lisbon,santo antónio,12.0,4.5,1,1.0,18.0,single room lisbon downtown
private room,lisbon,misericórdia,1.0,0.0,1,1.0,24.0,sunny room in the heart of bairro alto
private room,lisbon,santo antónio,7.0,5.0,1,1.0,24.0,chambre ensoleillée au coeur de lisbonne
private room,lisbon,santo antónio,34.0,4.5,2,1.0,29.0,perfect place 2 stay at lisbon
private room,lisbon,santo antónio,10.0,5.0,2,1.0,36.0,city center room
private room,lisbon,santo antónio,13.0,4.0,2,1.0,14.0,suite private entrance downtown
private room,lisbon,santo antónio,132.0,5.0,2,1.0,36.0,heart of lisbon! beautiful room!
private room,lisbon,santo antónio,1.0,0.0,2,0.0,32.0,good room in lisbon center
private room,lisbon,santo antónio,167.0,5.0,2,1.0,29.0,the best central district of lisbon
private room,lisbon,santa maria maior,1.0,0.0,2,1.0,35.0,nice room in an international app. for  1 or 2 !
private room,lisbon,são vicente,1.0,0.0,2,0.0,27.0,casa da graça - room bea
private room,lisbon,são vicente,1.0,0.0,2,1.0,38.0,beautiful apartment in graca (room)
private room,lisbon,são vicente,4.0,5.0,2,1.0,35.0,perfect/cozy apartment in santa apolónia
private room,lisbon,são vicente,19.0,4.5,2,1.0,36.0,cozy room close to the flee market
private room,lisbon,são vicente,21.0,5.0,2,1.0,30.0,cozy room alfama
private room,lisbon,são vicente,5.0,4.0,2,1.0,38.0,lisboa arte hostel - twin/double room
private room,lisbon,são vicente,33.0,5.0,2,1.0,39.0,simple bright and warm feeling room
private room,lisbon,são vicente,12.0,4.5,2,1.0,36.0,great location - santa apolónia 
private room,lisbon,são vicente,4.0,5.0,2,1.0,38.0,alfama for 2 - balby's b&b
private room,lisbon,são vicente,5.0,5.0,2,1.0,30.0,pleasant room and rooftop overlooking tagus river
private room,lisbon,são vicente,8.0,5.0,2,1.0,26.0,raposo double bed.  alfama
private room,lisbon,são vicente,2.0,0.0,3,1.0,35.0,cozy with garden and next to downtown
private room,lisbon,são vicente,33.0,4.5,2,1.0,22.0,quarto em lisboa em zona histórica
private room,lisbon,são vicente,48.0,4.5,2,1.0,27.0,private room at musicians' home
private room,lisbon,são vicente,131.0,4.0,2,1.0,23.0,quarto perto de estação e feira
private room,lisbon,são vicente,14.0,4.5,1,1.0,32.0,"room/study with unfold sofa, breakfast and terrace"
private room,lisbon,arroios,9.0,4.0,2,1.0,27.0,guest room (3)next to anjos metro
private room,lisbon,arroios,32.0,4.5,2,1.0,23.0,arabesque room
private room,lisbon,arroios,1.0,0.0,2,1.0,30.0,cozy room in lisboa
private room,lisbon,arroios,5.0,3.5,1,1.0,22.0,interior cosy room
private room,lisbon,arroios,13.0,4.5,2,1.0,35.0,lovely room in the touristic area 4
private room,lisbon,arroios,13.0,5.0,2,1.0,36.0,"private double bed room, anjos."
private room,lisbon,arroios,16.0,5.0,2,1.0,35.0,bright and lovely room with balcony in city centre
private room,lisbon,arroios,1.0,0.0,2,1.0,41.0,05 ★ radiant ensuite room★ central | av. liberdade
private room,lisbon,arroios,3.0,2.0,2,1.0,36.0,room in central lisbon
private room,lisbon,arroios,17.0,4.5,2,1.0,34.0,cozy guest room close to anjos metro
private room,lisbon,arroios,10.0,5.0,2,1.0,27.0,blush room in city center with terrace
private room,lisbon,arroios,1.0,0.0,2,1.0,37.0,lovely bedroom in martim moniz a2
private room,lisbon,arroios,2.0,0.0,2,1.0,36.0,brother´s rooms
private room,lisbon,arroios,66.0,4.0,2,1.0,36.0,with private wc and balcony! auto check-in
private room,lisbon,arroios,2.0,0.0,2,1.0,29.0,07 ★ radiant stylish room★ central | av. liberdade
private room,lisbon,arroios,6.0,4.5,3,1.0,22.0,alugo quartos para ferias
private room,lisbon,arroios,3.0,5.0,2,1.0,37.0,03 ★ radiant stylish room★ central | av. liberdade
private room,lisbon,arroios,40.0,4.0,3,1.0,30.0,with living room & balcony! auto check-in
private room,lisbon,arroios,2.0,0.0,2,1.0,35.0,luxurious room
private room,lisbon,arroios,2.0,0.0,2,1.0,27.0,04 ★ radiant stylish room★ central | av. liberdade
private room,lisbon,arroios,41.0,5.0,2,1.0,32.0,attic room
private room,lisbon,arroios,44.0,4.5,2,1.0,37.0,charming double room with balcony
private room,lisbon,penha de frança,12.0,5.0,2,1.0,36.0,cosy and comfortable orange room
private room,lisbon,beato,1.0,0.0,2,1.0,30.0,room center lisbon
private room,lisbon,penha de frança,1.0,0.0,1,0.0,30.0,budget: sleeping couch in seperate living room
private room,lisbon,penha de frança,1.0,0.0,2,1.0,24.0,"charming room in the centre, lisboa"
private room,lisbon,arroios,35.0,4.5,2,1.0,22.0,quarto do fado em lisboa
private room,lisbon,arroios,8.0,4.5,2,1.0,34.0,double room w/ private wc/washroom! auto check-in
private room,lisbon,arroios,4.0,4.5,1,1.0,30.0,green room
private room,lisbon,arroios,6.0,5.0,3,1.0,36.0,cozy room in heart of lisbon
private room,lisbon,arroios,1.0,0.0,2,1.0,30.0,double bed room o06
private room,lisbon,arroios,2.0,0.0,2,1.0,18.0,cozy double bedroom i04
private room,lisbon,arroios,18.0,5.0,2,1.0,31.0,sunny room in anjos
private room,lisbon,arroios,51.0,5.0,2,1.0,36.0,modern bedroom near oldtown
private room,lisbon,penha de frança,7.0,4.0,2,1.0,28.0,"very nice and cosy room and home, w"
private room,lisbon,são vicente,16.0,4.5,2,1.0,31.0,charmy private double bedroom in graça
private room,lisbon,arroios,31.0,5.0,3,1.0,30.0,soul&design bedroom at historic center
private room,lisbon,são vicente,99.0,4.5,2,1.0,36.0,mouraria's room in the center 
private room,lisbon,arroios,19.0,4.5,2,1.0,41.0,romantic double room center lisbon
private room,lisbon,arroios,1.0,0.0,3,1.0,35.0,lovely bedroom - lisbon center b3
private room,lisbon,arroios,25.0,4.5,2,1.0,20.0,room for 2 in lisbon’s centre ;) 3rd e
private room,lisbon,arroios,40.0,4.5,1,1.0,23.0,girl sunny single room in center
private room,lisbon,são vicente,1.0,0.0,1,1.0,35.0,graça guest house: single room at sunny house
private room,lisbon,são vicente,15.0,5.0,2,1.0,34.0,at the top of lisbon's best hill!
private room,lisbon,penha de frança,1.0,0.0,2,1.0,36.0,private room 10 minutes from metro santa apolonia
private room,lisbon,são vicente,9.0,4.0,2,1.0,39.0,private and comfortable room
private room,lisbon,santa maria maior,11.0,5.0,2,1.0,32.0,uphill house - 43310/al
private room,lisbon,arroios,4.0,5.0,1,1.0,36.0,sunny comfortable lisbon getaway for one :)
private room,lisbon,penha de frança,5.0,4.5,1,1.0,20.0,"lisbon river view, double room!"
private room,lisbon,santa maria maior,35.0,4.5,2,1.0,30.0,cosy room in city centre
private room,lisbon,arroios,40.0,5.0,2,1.0,35.0,"fresh, clean and quiet room."
private room,lisbon,são vicente,42.0,5.0,1,1.0,35.0,bright single - big terrace - heart of lisbon
private room,lisbon,penha de frança,6.0,5.0,2,1.0,35.0,patio double room
private room,lisbon,são vicente,12.0,5.0,2,1.0,29.0,graca apartment/sunny bedroom 2
private room,lisbon,arroios,2.0,0.0,2,1.0,34.0,lovely bedroom - lisbon center b1
private room,lisbon,arroios,6.0,4.5,2,1.0,41.0,bedroom w/shared bathroom in palácio da graça ii
private room,lisbon,são vicente,57.0,4.5,3,1.0,36.0,the neighborhood of st jorge castle2
private room,lisbon,penha de frança,76.0,5.0,2,1.0,37.0,bright room at old lisbon
private room,lisbon,arroios,6.0,5.0,2,1.0,35.0,almirante royal room anjos station
private room,lisbon,arroios,36.0,4.5,2,1.0,27.0,quiet room in multicultural area
private room,lisbon,santa maria maior,8.0,5.0,2,1.0,36.0,wine cellar room c - chef mik's place @ downtown
private room,lisbon,são vicente,1.0,0.0,2,1.0,29.0,o sol à graça
private room,lisbon,arroios,28.0,4.5,2,1.0,37.0,cosy double room - bairro das colónias
private room,lisbon,penha de frança,7.0,5.0,2,1.0,30.0,very quiet small room with double bed
private room,lisbon,arroios,29.0,4.0,2,1.0,32.0,quiet room with balcony in a intercultural area
private room,lisbon,arroios,84.0,5.0,1,1.0,25.0,lovely room near intendente
private room,lisbon,arroios,2.0,0.0,1,1.0,22.0,room in intendente - a trendy neighborhood
private room,lisbon,são vicente,14.0,5.0,2,1.0,36.0,double room with office space in city center house
private room,lisbon,penha de frança,1.0,0.0,2,0.0,34.0,double room
private room,lisbon,arroios,29.0,4.5,3,2.0,31.0,living and bedroom - bairro das colónias anjos
private room,lisbon,penha de frança,1.0,0.0,2,4.0,36.0,a trip to the world in a lonely city
private room,lisbon,arroios,106.0,5.0,2,1.0,34.0,"room at anjos, old lisbon"
private room,lisbon,arroios,12.0,4.5,2,1.0,35.0,vitor's lisbon city ii
private room,lisbon,são vicente,7.0,5.0,2,1.0,23.0,cozy room alfama
private room,lisbon,arroios,9.0,5.0,1,1.0,27.0,"charming,bright room 2in the center"
private room,lisbon,santa maria maior,13.0,4.0,1,1.0,27.0,nice single room city center 6
private room,lisbon,arroios,19.0,5.0,2,1.0,34.0,king size room extra comfort
private room,lisbon,arroios,19.0,4.5,2,1.0,24.0,private room in central lisbon
private room,lisbon,arroios,23.0,5.0,2,1.0,36.0,sunny lisbon apartment - bairro alto room
private room,lisbon,penha de frança,7.0,5.0,2,1.0,18.0,quarto privado no centro da cidade
private room,lisbon,arroios,143.0,4.5,2,1.0,30.0,central twin bedroom
private room,lisbon,arroios,1.0,0.0,1,1.0,18.0,vintage styled
private room,lisbon,arroios,70.0,4.5,2,1.0,35.0,charming double room in city center 31456/al
private room,lisbon,são vicente,9.0,4.5,2,1.0,31.0,sol à graça studios - big room
private room,lisbon,são vicente,27.0,4.0,2,1.0,30.0,the birdhouse- open mind people :)
private room,lisbon,penha de frança,81.0,4.0,2,1.0,36.0,artsy forest couple room! - lisbon city center
private room,lisbon,são vicente,27.0,4.5,2,1.0,36.0,the lovebird house- open mind people
private room,lisbon,arroios,75.0,4.5,2,1.0,35.0,15min from downtown by walk
private room,lisbon,penha de frança,11.0,5.0,2,1.0,23.0,room&breakfast by real lisboeta (hard to find)
private room,lisbon,são vicente,41.0,4.5,2,1.0,22.0,sunny single room close to downtown
private room,lisbon,são vicente,24.0,4.5,2,1.0,30.0,sunny bedroom in graça neighbourhood
private room,lisbon,arroios,2.0,0.0,3,1.0,27.0,big room in the center of the city.
private room,lisbon,arroios,38.0,4.5,2,1.0,25.0,the sub-cave - room nico
private room,lisbon,arroios,15.0,4.0,3,1.0,27.0,taborda hostel room no 2
private room,lisbon,arroios,22.0,4.5,2,1.0,28.0,cool&cute! students  so hype...!
private room,lisbon,arroios,65.0,4.5,2,1.0,30.0,the sub-cave room
private room,lisbon,arroios,7.0,5.0,2,1.0,36.0,cozy bedroom
private room,lisbon,arroios,2.0,0.0,2,1.0,36.0,cozy room with window in a awesome location
private room,lisbon,arroios,33.0,4.5,1,1.0,24.0,2-central & charming (metro&wi-fi)
private room,lisbon,arroios,4.0,4.5,1,1.0,41.0,quarto da sé de lisboa
private room,lisbon,arroios,1.0,0.0,2,1.0,21.0,"room with a bathroom, kitchen"
private room,lisbon,arroios,5.0,5.0,4,1.0,23.0,a. quarto para máximo de 4 pessoas
private room,lisbon,arroios,1.0,0.0,2,1.0,31.0,2 twin bed room in lisbon center  -room5
private room,lisbon,arroios,46.0,4.5,2,1.0,23.0,cosy suite double room in downtown
private room,lisbon,arroios,16.0,4.5,2,1.0,24.0,"excellent room w/ garage (extra), center lisbon"
private room,lisbon,arroios,15.0,4.5,2,1.0,24.0,"awesome suite/room, center lisbon"
private room,lisbon,arroios,24.0,4.5,2,1.0,22.0,andorinha room
private room,lisbon,arroios,1.0,0.0,1,1.0,27.0,ensuite estefânia/arroios
private room,lisbon,arroios,3.0,5.0,1,1.0,35.0,travelling alone - lisbon center
private room,lisbon,arroios,213.0,4.5,2,1.0,27.0,a room at the república das bananas
private room,lisbon,arroios,2.0,0.0,2,1.0,36.0,central new fonte luminosa
private room,lisbon,arroios,7.0,4.5,2,1.0,18.0,d. quarto privado com tv e internet
private room,lisbon,arroios,1.0,0.0,2,1.0,30.0,lisbon city center private room with wc
private room,lisbon,arroios,2.0,0.0,2,1.0,30.0,lisbon city center fs2-room2
private room,lisbon,avenidas novas,3.0,4.5,2,1.0,41.0,new! spacious double room in great location! 4
private room,lisbon,arroios,1.0,0.0,2,1.0,14.0,quarto com cama de casal
private room,lisbon,arroios,27.0,4.5,2,1.0,34.0,cozy bedroom in the heart of lisbon
private room,lisbon,alvalade,6.0,5.0,2,1.0,36.0,double bed room in av. de roma
private room,lisbon,arroios,11.0,5.0,2,1.0,32.0,room in central lisbon
private room,lisbon,arroios,61.0,5.0,1,1.0,32.0,lisbon single room
private room,lisbon,arroios,5.0,5.0,2,1.0,38.0,quarto do cristo rei
private room,lisbon,arroios,1.0,0.0,1,1.0,18.0,5- cool bedroom at saldanha
private room,lisbon,arroios,1.0,0.0,2,1.0,32.0,casa da mafis (couple room)
private room,lisbon,arroios,16.0,4.5,2,1.0,18.0,g. quarto privado com tv e beliche
private room,lisbon,arroios,16.0,5.0,2,1.0,18.0,c. quarto privado com tv e internet
private room,lisbon,arroios,9.0,5.0,2,1.0,35.0,cozy bedroom for 2 in central location
private room,lisbon,arroios,1.0,0.0,2,1.0,37.0,room double - centro de lisboa
private room,lisbon,arroios,17.0,4.0,2,1.0,21.0,"b. privado, cama de casal,tv e net"
private room,lisbon,arroios,27.0,4.5,2,1.0,37.0,lisbon top room suite ★ center ★
private room,lisbon,arroios,6.0,5.0,2,1.0,21.0,room 15m walking from city center & marques pombal
private room,lisbon,arroios,5.0,5.0,1,1.0,30.0,central room in lisbon
private room,lisbon,arroios,3.0,4.0,2,1.0,23.0,new: aurora's room
private room,lisbon,arroios,34.0,4.5,2,1.0,34.0,3- central & charming (metro&wi-fi)
private room,lisbon,arroios,29.0,4.5,2,1.0,27.0,great location! masters/erasmus****
private room,lisbon,areeiro,1.0,0.0,2,1.0,22.0,double bed room j02
private room,lisbon,arroios,81.0,4.5,2,3.0,36.0,central lisbon. private bathroom
private room,lisbon,arroios,2.0,0.0,2,1.0,32.0,casa da mafis (2 beds room)
private room,lisbon,arroios,10.0,4.0,3,1.0,24.0,large and full of light room@center
private room,lisbon,areeiro,40.0,5.0,3,1.0,30.0,lisbon is fado
private room,lisbon,arroios,6.0,5.0,2,1.0,30.0,room for two by the russian embassy (home sharing)
private room,lisbon,arroios,51.0,4.5,2,1.0,34.0,4-center of lisbon (wi-fi & metro)
private room,lisbon,avenidas novas,1.0,0.0,1,1.0,30.0,rua beneficiência 1 universities
private room,lisbon,avenidas novas,1.0,0.0,2,1.0,24.0,quarto junto ao metro são sebastião
private room,lisbon,areeiro,11.0,4.5,2,1.0,30.0,double room in lisbon center
private room,lisbon,avenidas novas,1.0,0.0,2,1.0,24.0,double room with private wc
private room,lisbon,arroios,15.0,4.5,1,1.0,41.0,palácio de sant'anna room/quarto 7
private room,lisbon,santa maria maior,127.0,5.0,2,1.0,36.0,room downtown maria - douradores
private room,lisbon,santa maria maior,1.0,0.0,1,1.0,18.0,appartement martim moniz
private room,lisbon,são vicente,41.0,4.5,3,1.0,36.0,wake up to this view! 2 rooms + balcony + garden
private room,lisbon,arroios,45.0,5.0,2,1.0,34.0,charming & spacious room in the center!
private room,lisbon,santa maria maior,16.0,5.0,2,1.0,36.0,mouraria lisbon jupiter room
private room,lisbon,santa maria maior,11.0,4.5,2,1.0,36.0,cosy livingroom and bedroom
private room,lisbon,santa maria maior,22.0,4.5,3,1.0,30.0,quarto em apartamento pombalino |
private room,lisbon,arroios,1.0,0.0,2,1.0,24.0,lisbon the best
private room,lisbon,arroios,67.0,4.5,2,1.0,25.0,the most central room 
private room,lisbon,santa maria maior,5.0,4.5,2,1.0,35.0,greatstay fanqueiros guest house 1 room 103
private room,lisbon,arroios,1.0,0.0,3,1.0,35.0,it's in lisbon
private room,lisbon,arroios,113.0,4.5,2,1.0,36.0,cozy room in center lisbon
private room,lisbon,santa maria maior,138.0,4.5,2,1.0,30.0,guesthouse apartamento mouraria 3
private room,lisbon,santa maria maior,12.0,4.5,2,1.0,27.0,px center city
private room,lisbon,santa maria maior,41.0,4.5,2,1.0,29.0,room b-private patio traveler's retreat @ downtown
private room,lisbon,arroios,48.0,4.5,2,1.0,36.0,lisbon-the place to be!
private room,lisbon,arroios,8.0,5.0,3,3.0,30.0,quarto em apartamento pombalino ||
private room,lisbon,santa maria maior,24.0,4.5,2,1.0,29.0,room a-private patio traveler's retreat @ downtown
private room,lisbon,arroios,100.0,4.5,2,1.0,30.0,city center lowcost double room 4
private room,lisbon,arroios,78.0,4.0,2,1.0,30.0,city center lowcost double room 7
private room,lisbon,arroios,90.0,4.5,2,1.0,31.0,city center lowcost double room 1
private room,lisbon,arroios,10.0,4.5,2,1.0,36.0,bombarda 55 4
